n,replicate,shuffle_id,n_disjoint,members
50,48,2,19,yahoo_007g1_061g2_032g3 yahoo_066g1_012g2_022g3 yahoo_045g1_052g2_003g3 yahoo_010g1_005g2_085g3 yahoo_003g1_020g2_077g3 yahoo_031g1_014g2_055g3 yahoo_024g1_062g2_014g3 yahoo_023g1_055g2_022g3 yahoo_083g1_005g2_012g3 yahoo_029g1_036g2_035g3 yahoo_005g1_046g2_049g3 yahoo_050g1_001g2_049g3 yahoo_007g1_017g2_076g3 yahoo_046g1_050g2_004g3 yahoo_014g1_005g2_081g3 yahoo_019g1_022g2_059g3 yahoo_022g1_000g2_078g3 yahoo_021g1_045g2_034g3 yahoo_020g1_075g2_005g3 yahoo_053g1_031g2_016g3 yahoo_078g1_010g2_012g3 yahoo_011g1_012g2_077g3 yahoo_042g1_037g2_021g3 yahoo_008g1_079g2_013g3 yahoo_037g1_007g2_056g3 yahoo_007g1_024g2_069g3 yahoo_028g1_036g2_036g3 yahoo_067g1_030g2_003g3 yahoo_052g1_025g2_023g3 yahoo_000g1_082g2_018g3 yahoo_004g1_012g2_084g3 yahoo_016g1_013g2_071g3 yahoo_082g1_001g2_017g3 yahoo_000g1_065g2_035g3 yahoo_030g1_070g2_000g3 yahoo_044g1_001g2_055g3 yahoo_080g1_007g2_013g3 yahoo_064g1_002g2_034g3 yahoo_043g1_029g2_028g3 yahoo_071g1_018g2_011g3 yahoo_067g1_031g2_002g3 yahoo_001g1_002g2_097g3 yahoo_078g1_013g2_009g3 yahoo_024g1_004g2_072g3 yahoo_027g1_020g2_053g3 yahoo_059g1_024g2_017g3 yahoo_003g1_097g2_000g3 yahoo_050g1_010g2_040g3 yahoo_017g1_043g2_040g3 yahoo_010g1_078g2_012g3
50,49,2,19,yahoo_021g1_052g2_027g3 yahoo_038g1_020g2_042g3 yahoo_084g1_007g2_009g3 yahoo_064g1_008g2_028g3 yahoo_022g1_051g2_027g3 yahoo_043g1_019g2_038g3 yahoo_092g1_003g2_005g3 yahoo_049g1_014g2_037g3 yahoo_054g1_002g2_044g3 yahoo_025g1_009g2_066g3 yahoo_031g1_027g2_042g3 yahoo_022g1_066g2_012g3 yahoo_027g1_010g2_063g3 yahoo_023g1_025g2_052g3 yahoo_003g1_067g2_030g3 yahoo_059g1_041g2_000g3 yahoo_059g1_020g2_021g3 yahoo_013g1_083g2_004g3 yahoo_096g1_003g2_001g3 yahoo_049g1_004g2_047g3 yahoo_021g1_005g2_074g3 yahoo_028g1_032g2_040g3 yahoo_017g1_000g2_083g3 yahoo_064g1_006g2_030g3 yahoo_064g1_020g2_016g3 yahoo_001g1_069g2_030g3 yahoo_037g1_014g2_049g3 yahoo_006g1_077g2_017g3 yahoo_046g1_014g2_040g3 yahoo_026g1_050g2_024g3 yahoo_006g1_056g2_038g3 yahoo_023g1_059g2_018g3 yahoo_084g1_016g2_000g3 yahoo_044g1_040g2_016g3 yahoo_047g1_007g2_046g3 yahoo_054g1_022g2_024g3 yahoo_061g1_011g2_028g3 yahoo_004g1_096g2_000g3 yahoo_005g1_044g2_051g3 yahoo_062g1_023g2_015g3 yahoo_007g1_066g2_027g3 yahoo_051g1_003g2_046g3 yahoo_049g1_048g2_003g3 yahoo_013g1_004g2_083g3 yahoo_006g1_094g2_000g3 yahoo_033g1_008g2_059g3 yahoo_003g1_066g2_031g3 yahoo_026g1_039g2_035g3 yahoo_013g1_006g2_081g3 yahoo_033g1_057g2_010g3
50,50,2,19,yahoo_042g1_038g2_020g3 yahoo_081g1_014g2_005g3 yahoo_028g1_057g2_015g3 yahoo_053g1_034g2_013g3 yahoo_005g1_016g2_079g3 yahoo_017g1_054g2_029g3 yahoo_010g1_056g2_034g3 yahoo_027g1_028g2_045g3 yahoo_008g1_057g2_035g3 yahoo_001g1_068g2_031g3 yahoo_041g1_023g2_036g3 yahoo_026g1_074g2_000g3 yahoo_070g1_009g2_021g3 yahoo_051g1_029g2_020g3 yahoo_006g1_010g2_084g3 yahoo_036g1_004g2_060g3 yahoo_052g1_000g2_048g3 yahoo_011g1_029g2_060g3 yahoo_005g1_087g2_008g3 yahoo_050g1_038g2_012g3 yahoo_007g1_004g2_089g3 yahoo_034g1_016g2_050g3 yahoo_035g1_002g2_063g3 yahoo_056g1_038g2_006g3 yahoo_038g1_017g2_045g3 yahoo_062g1_021g2_017g3 yahoo_019g1_063g2_018g3 yahoo_039g1_049g2_012g3 yahoo_040g1_044g2_016g3 yahoo_003g1_024g2_073g3 yahoo_000g1_031g2_069g3 yahoo_054g1_029g2_017g3 yahoo_059g1_023g2_018g3 yahoo_040g1_009g2_051g3 yahoo_069g1_003g2_028g3 yahoo_050g1_004g2_046g3 yahoo_006g1_058g2_036g3 yahoo_040g1_008g2_052g3 yahoo_012g1_080g2_008g3 yahoo_055g1_009g2_036g3 yahoo_017g1_018g2_065g3 yahoo_013g1_042g2_045g3 yahoo_020g1_053g2_027g3 yahoo_033g1_066g2_001g3 yahoo_059g1_038g2_003g3 yahoo_000g1_059g2_041g3 yahoo_023g1_061g2_016g3 yahoo_014g1_014g2_072g3 yahoo_080g1_014g2_006g3 yahoo_047g1_000g2_053g3
50,51,2,19,yahoo_059g1_028g2_013g3 yahoo_048g1_039g2_013g3 yahoo_006g1_017g2_077g3 yahoo_060g1_027g2_013g3 yahoo_029g1_071g2_000g3 yahoo_037g1_027g2_036g3 yahoo_055g1_040g2_005g3 yahoo_063g1_011g2_026g3 yahoo_069g1_015g2_016g3 yahoo_009g1_079g2_012g3 yahoo_053g1_042g2_005g3 yahoo_009g1_089g2_002g3 yahoo_042g1_022g2_036g3 yahoo_008g1_025g2_067g3 yahoo_054g1_015g2_031g3 yahoo_036g1_001g2_063g3 yahoo_025g1_070g2_005g3 yahoo_008g1_060g2_032g3 yahoo_006g1_072g2_022g3 yahoo_038g1_058g2_004g3 yahoo_018g1_039g2_043g3 yahoo_012g1_054g2_034g3 yahoo_065g1_032g2_003g3 yahoo_011g1_009g2_080g3 yahoo_008g1_080g2_012g3 yahoo_070g1_014g2_016g3 yahoo_052g1_035g2_013g3 yahoo_060g1_005g2_035g3 yahoo_003g1_014g2_083g3 yahoo_007g1_081g2_012g3 yahoo_007g1_001g2_092g3 yahoo_022g1_009g2_069g3 yahoo_051g1_031g2_018g3 yahoo_027g1_023g2_050g3 yahoo_033g1_026g2_041g3 yahoo_010g1_026g2_064g3 yahoo_010g1_062g2_028g3 yahoo_009g1_071g2_020g3 yahoo_074g1_004g2_022g3 yahoo_026g1_031g2_043g3 yahoo_085g1_001g2_014g3 yahoo_019g1_056g2_025g3 yahoo_057g1_029g2_014g3 yahoo_034g1_013g2_053g3 yahoo_021g1_069g2_010g3 yahoo_053g1_035g2_012g3 yahoo_008g1_062g2_030g3 yahoo_013g1_023g2_064g3 yahoo_091g1_001g2_008g3 yahoo_008g1_053g2_039g3
50,52,2,19,yahoo_011g1_027g2_062g3 yahoo_016g1_036g2_048g3 yahoo_007g1_080g2_013g3 yahoo_031g1_044g2_025g3 yahoo_028g1_003g2_069g3 yahoo_023g1_018g2_059g3 yahoo_010g1_011g2_079g3 yahoo_042g1_047g2_011g3 yahoo_048g1_014g2_038g3 yahoo_046g1_034g2_020g3 yahoo_067g1_020g2_013g3 yahoo_077g1_021g2_002g3 yahoo_015g1_024g2_061g3 yahoo_033g1_046g2_021g3 yahoo_012g1_008g2_080g3 yahoo_009g1_058g2_033g3 yahoo_022g1_063g2_015g3 yahoo_028g1_011g2_061g3 yahoo_002g1_008g2_090g3 yahoo_008g1_036g2_056g3 yahoo_057g1_022g2_021g3 yahoo_078g1_014g2_008g3 yahoo_062g1_037g2_001g3 yahoo_012g1_059g2_029g3 yahoo_034g1_021g2_045g3 yahoo_084g1_015g2_001g3 yahoo_017g1_069g2_014g3 yahoo_041g1_038g2_021g3 yahoo_070g1_012g2_018g3 yahoo_032g1_033g2_035g3 yahoo_011g1_070g2_019g3 yahoo_021g1_074g2_005g3 yahoo_068g1_006g2_026g3 yahoo_021g1_020g2_059g3 yahoo_061g1_033g2_006g3 yahoo_013g1_038g2_049g3 yahoo_031g1_017g2_052g3 yahoo_043g1_056g2_001g3 yahoo_054g1_031g2_015g3 yahoo_069g1_004g2_027g3 yahoo_002g1_073g2_025g3 yahoo_012g1_081g2_007g3 yahoo_027g1_015g2_058g3 yahoo_022g1_043g2_035g3 yahoo_066g1_002g2_032g3 yahoo_022g1_064g2_014g3 yahoo_049g1_001g2_050g3 yahoo_047g1_046g2_007g3 yahoo_007g1_051g2_042g3 yahoo_011g1_086g2_003g3
50,53,2,19,yahoo_039g1_044g2_017g3 yahoo_028g1_004g2_068g3 yahoo_023g1_063g2_014g3 yahoo_012g1_021g2_067g3 yahoo_032g1_050g2_018g3 yahoo_002g1_091g2_007g3 yahoo_035g1_029g2_036g3 yahoo_061g1_014g2_025g3 yahoo_005g1_037g2_058g3 yahoo_038g1_042g2_020g3 yahoo_038g1_052g2_010g3 yahoo_001g1_087g2_012g3 yahoo_007g1_092g2_001g3 yahoo_067g1_025g2_008g3 yahoo_055g1_015g2_030g3 yahoo_002g1_037g2_061g3 yahoo_043g1_007g2_050g3 yahoo_028g1_020g2_052g3 yahoo_018g1_003g2_079g3 yahoo_067g1_009g2_024g3 yahoo_030g1_043g2_027g3 yahoo_002g1_071g2_027g3 yahoo_024g1_066g2_010g3 yahoo_035g1_021g2_044g3 yahoo_002g1_002g2_096g3 yahoo_016g1_072g2_012g3 yahoo_004g1_034g2_062g3 yahoo_007g1_009g2_084g3 yahoo_039g1_038g2_023g3 yahoo_041g1_001g2_058g3 yahoo_013g1_027g2_060g3 yahoo_036g1_028g2_036g3 yahoo_049g1_013g2_038g3 yahoo_001g1_078g2_021g3 yahoo_005g1_072g2_023g3 yahoo_018g1_053g2_029g3 yahoo_026g1_073g2_001g3 yahoo_039g1_040g2_021g3 yahoo_009g1_070g2_021g3 yahoo_032g1_054g2_014g3 yahoo_037g1_032g2_031g3 yahoo_060g1_013g2_027g3 yahoo_053g1_011g2_036g3 yahoo_010g1_032g2_058g3 yahoo_042g1_043g2_015g3 yahoo_041g1_049g2_010g3 yahoo_070g1_001g2_029g3 yahoo_041g1_028g2_031g3 yahoo_072g1_001g2_027g3 yahoo_001g1_016g2_083g3
50,54,2,19,yahoo_085g1_006g2_009g3 yahoo_025g1_059g2_016g3 yahoo_039g1_053g2_008g3 yahoo_005g1_064g2_031g3 yahoo_030g1_014g2_056g3 yahoo_078g1_004g2_018g3 yahoo_058g1_041g2_001g3 yahoo_056g1_040g2_004g3 yahoo_061g1_006g2_033g3 yahoo_084g1_002g2_014g3 yahoo_006g1_079g2_015g3 yahoo_006g1_070g2_024g3 yahoo_046g1_029g2_025g3 yahoo_097g1_000g2_003g3 yahoo_001g1_018g2_081g3 yahoo_018g1_022g2_060g3 yahoo_062g1_007g2_031g3 yahoo_000g1_070g2_030g3 yahoo_013g1_007g2_080g3 yahoo_025g1_027g2_048g3 yahoo_044g1_008g2_048g3 yahoo_028g1_071g2_001g3 yahoo_033g1_029g2_038g3 yahoo_046g1_032g2_022g3 yahoo_002g1_095g2_003g3 yahoo_030g1_020g2_050g3 yahoo_004g1_011g2_085g3 yahoo_046g1_010g2_044g3 yahoo_039g1_006g2_055g3 yahoo_012g1_018g2_070g3 yahoo_006g1_015g2_079g3 yahoo_045g1_014g2_041g3 yahoo_081g1_015g2_004g3 yahoo_016g1_065g2_019g3 yahoo_027g1_000g2_073g3 yahoo_030g1_060g2_010g3 yahoo_024g1_068g2_008g3 yahoo_002g1_027g2_071g3 yahoo_001g1_036g2_063g3 yahoo_039g1_015g2_046g3 yahoo_082g1_008g2_010g3 yahoo_021g1_056g2_023g3 yahoo_046g1_039g2_015g3 yahoo_004g1_070g2_026g3 yahoo_033g1_001g2_066g3 yahoo_012g1_075g2_013g3 yahoo_019g1_002g2_079g3 yahoo_068g1_031g2_001g3 yahoo_029g1_019g2_052g3 yahoo_003g1_018g2_079g3
50,55,2,19,yahoo_033g1_036g2_031g3 yahoo_014g1_036g2_050g3 yahoo_054g1_021g2_025g3 yahoo_009g1_019g2_072g3 yahoo_010g1_017g2_073g3 yahoo_014g1_021g2_065g3 yahoo_066g1_007g2_027g3 yahoo_071g1_017g2_012g3 yahoo_080g1_013g2_007g3 yahoo_011g1_047g2_042g3 yahoo_009g1_038g2_053g3 yahoo_065g1_015g2_020g3 yahoo_077g1_009g2_014g3 yahoo_087g1_002g2_011g3 yahoo_038g1_010g2_052g3 yahoo_012g1_071g2_017g3 yahoo_080g1_018g2_002g3 yahoo_035g1_018g2_047g3 yahoo_005g1_007g2_088g3 yahoo_071g1_000g2_029g3 yahoo_029g1_060g2_011g3 yahoo_081g1_002g2_017g3 yahoo_020g1_015g2_065g3 yahoo_027g1_071g2_002g3 yahoo_019g1_023g2_058g3 yahoo_012g1_000g2_088g3 yahoo_004g1_058g2_038g3 yahoo_007g1_065g2_028g3 yahoo_023g1_016g2_061g3 yahoo_037g1_035g2_028g3 yahoo_036g1_019g2_045g3 yahoo_033g1_040g2_027g3 yahoo_008g1_048g2_044g3 yahoo_032g1_012g2_056g3 yahoo_048g1_006g2_046g3 yahoo_028g1_001g2_071g3 yahoo_016g1_035g2_049g3 yahoo_055g1_004g2_041g3 yahoo_046g1_033g2_021g3 yahoo_003g1_065g2_032g3 yahoo_026g1_012g2_062g3 yahoo_090g1_005g2_005g3 yahoo_010g1_046g2_044g3 yahoo_064g1_032g2_004g3 yahoo_053g1_041g2_006g3 yahoo_014g1_020g2_066g3 yahoo_001g1_009g2_090g3 yahoo_056g1_021g2_023g3 yahoo_050g1_034g2_016g3 yahoo_008g1_084g2_008g3
50,56,2,19,yahoo_017g1_075g2_008g3 yahoo_015g1_052g2_033g3 yahoo_000g1_027g2_073g3 yahoo_048g1_037g2_015g3 yahoo_011g1_033g2_056g3 yahoo_090g1_003g2_007g3 yahoo_018g1_041g2_041g3 yahoo_076g1_017g2_007g3 yahoo_008g1_032g2_060g3 yahoo_005g1_050g2_045g3 yahoo_076g1_018g2_006g3 yahoo_047g1_014g2_039g3 yahoo_001g1_040g2_059g3 yahoo_001g1_033g2_066g3 yahoo_051g1_033g2_016g3 yahoo_007g1_058g2_035g3 yahoo_097g1_002g2_001g3 yahoo_061g1_008g2_031g3 yahoo_026g1_022g2_052g3 yahoo_001g1_079g2_020g3 yahoo_035g1_004g2_061g3 yahoo_034g1_033g2_033g3 yahoo_066g1_031g2_003g3 yahoo_023g1_065g2_012g3 yahoo_022g1_055g2_023g3 yahoo_031g1_067g2_002g3 yahoo_056g1_020g2_024g3 yahoo_034g1_027g2_039g3 yahoo_034g1_018g2_048g3 yahoo_084g1_001g2_015g3 yahoo_011g1_080g2_009g3 yahoo_023g1_033g2_044g3 yahoo_034g1_056g2_010g3 yahoo_013g1_078g2_009g3 yahoo_051g1_009g2_040g3 yahoo_016g1_046g2_038g3 yahoo_001g1_004g2_095g3 yahoo_009g1_049g2_042g3 yahoo_052g1_001g2_047g3 yahoo_008g1_085g2_007g3 yahoo_019g1_069g2_012g3 yahoo_005g1_080g2_015g3 yahoo_041g1_046g2_013g3 yahoo_048g1_013g2_039g3 yahoo_005g1_030g2_065g3 yahoo_032g1_036g2_032g3 yahoo_064g1_013g2_023g3 yahoo_078g1_011g2_011g3 yahoo_019g1_073g2_008g3 yahoo_052g1_023g2_025g3
50,57,3,19,yahoo_002g1_089g2_009g3 yahoo_013g1_005g2_082g3 yahoo_045g1_003g2_052g3 yahoo_008g1_034g2_058g3 yahoo_023g1_036g2_041g3 yahoo_001g1_004g2_095g3 yahoo_050g1_029g2_021g3 yahoo_000g1_001g2_099g3 yahoo_052g1_035g2_013g3 yahoo_012g1_023g2_065g3 yahoo_073g1_025g2_002g3 yahoo_057g1_036g2_007g3 yahoo_050g1_003g2_047g3 yahoo_068g1_031g2_001g3 yahoo_020g1_075g2_005g3 yahoo_048g1_041g2_011g3 yahoo_035g1_029g2_036g3 yahoo_084g1_001g2_015g3 yahoo_053g1_035g2_012g3 yahoo_039g1_049g2_012g3 yahoo_034g1_056g2_010g3 yahoo_024g1_062g2_014g3 yahoo_022g1_063g2_015g3 yahoo_063g1_020g2_017g3 yahoo_061g1_014g2_025g3 yahoo_013g1_027g2_060g3 yahoo_050g1_010g2_040g3 yahoo_015g1_069g2_016g3 yahoo_008g1_030g2_062g3 yahoo_017g1_043g2_040g3 yahoo_013g1_048g2_039g3 yahoo_033g1_040g2_027g3 yahoo_023g1_059g2_018g3 yahoo_065g1_015g2_020g3 yahoo_023g1_018g2_059g3 yahoo_006g1_028g2_066g3 yahoo_009g1_022g2_069g3 yahoo_008g1_032g2_060g3 yahoo_050g1_044g2_006g3 yahoo_017g1_075g2_008g3 yahoo_010g1_031g2_059g3 yahoo_011g1_071g2_018g3 yahoo_020g1_052g2_028g3 yahoo_028g1_055g2_017g3 yahoo_031g1_044g2_025g3 yahoo_070g1_009g2_021g3 yahoo_043g1_004g2_053g3 yahoo_001g1_068g2_031g3 yahoo_018g1_012g2_070g3 yahoo_000g1_003g2_097g3
50,58,3,19,yahoo_054g1_036g2_010g3 yahoo_079g1_020g2_001g3 yahoo_094g1_001g2_005g3 yahoo_000g1_013g2_087g3 yahoo_032g1_054g2_014g3 yahoo_000g1_027g2_073g3 yahoo_025g1_071g2_004g3 yahoo_003g1_020g2_077g3 yahoo_005g1_087g2_008g3 yahoo_060g1_024g2_016g3 yahoo_083g1_012g2_005g3 yahoo_048g1_037g2_015g3 yahoo_019g1_016g2_065g3 yahoo_046g1_014g2_040g3 yahoo_025g1_031g2_044g3 yahoo_060g1_009g2_031g3 yahoo_034g1_018g2_048g3 yahoo_000g1_082g2_018g3 yahoo_018g1_053g2_029g3 yahoo_027g1_023g2_050g3 yahoo_018g1_041g2_041g3 yahoo_026g1_039g2_035g3 yahoo_011g1_004g2_085g3 yahoo_022g1_043g2_035g3 yahoo_053g1_029g2_018g3 yahoo_011g1_089g2_000g3 yahoo_030g1_043g2_027g3 yahoo_075g1_005g2_020g3 yahoo_027g1_037g2_036g3 yahoo_034g1_014g2_052g3 yahoo_012g1_049g2_039g3 yahoo_025g1_009g2_066g3 yahoo_034g1_033g2_033g3 yahoo_096g1_000g2_004g3 yahoo_033g1_026g2_041g3 yahoo_017g1_015g2_068g3 yahoo_046g1_033g2_021g3 yahoo_049g1_013g2_038g3 yahoo_003g1_047g2_050g3 yahoo_033g1_066g2_001g3 yahoo_067g1_030g2_003g3 yahoo_042g1_043g2_015g3 yahoo_003g1_070g2_027g3 yahoo_022g1_055g2_023g3 yahoo_037g1_007g2_056g3 yahoo_040g1_009g2_051g3 yahoo_029g1_019g2_052g3 yahoo_015g1_063g2_022g3 yahoo_012g1_018g2_070g3 yahoo_052g1_019g2_029g3
50,59,3,19,yahoo_012g1_054g2_034g3 yahoo_010g1_024g2_066g3 yahoo_073g1_016g2_011g3 yahoo_037g1_014g2_049g3 yahoo_013g1_007g2_080g3 yahoo_084g1_016g2_000g3 yahoo_023g1_047g2_030g3 yahoo_007g1_017g2_076g3 yahoo_001g1_081g2_018g3 yahoo_052g1_017g2_031g3 yahoo_027g1_028g2_045g3 yahoo_026g1_059g2_015g3 yahoo_070g1_018g2_012g3 yahoo_073g1_005g2_022g3 yahoo_044g1_004g2_052g3 yahoo_056g1_020g2_024g3 yahoo_077g1_009g2_014g3 yahoo_054g1_021g2_025g3 yahoo_008g1_025g2_067g3 yahoo_021g1_058g2_021g3 yahoo_001g1_018g2_081g3 yahoo_066g1_002g2_032g3 yahoo_044g1_036g2_020g3 yahoo_062g1_021g2_017g3 yahoo_044g1_035g2_021g3 yahoo_028g1_025g2_047g3 yahoo_025g1_057g2_018g3 yahoo_018g1_034g2_048g3 yahoo_059g1_012g2_029g3 yahoo_076g1_018g2_006g3 yahoo_068g1_011g2_021g3 yahoo_001g1_069g2_030g3 yahoo_047g1_046g2_007g3 yahoo_052g1_023g2_025g3 yahoo_038g1_022g2_040g3 yahoo_010g1_078g2_012g3 yahoo_046g1_017g2_037g3 yahoo_000g1_076g2_024g3 yahoo_085g1_004g2_011g3 yahoo_054g1_029g2_017g3 yahoo_006g1_094g2_000g3 yahoo_002g1_029g2_069g3 yahoo_003g1_029g2_068g3 yahoo_034g1_062g2_004g3 yahoo_054g1_037g2_009g3 yahoo_002g1_071g2_027g3 yahoo_032g1_036g2_032g3 yahoo_002g1_059g2_039g3 yahoo_033g1_029g2_038g3 yahoo_014g1_005g2_081g3
50,60,3,19,yahoo_047g1_005g2_048g3 yahoo_059g1_038g2_003g3 yahoo_051g1_029g2_020g3 yahoo_064g1_006g2_030g3 yahoo_050g1_038g2_012g3 yahoo_010g1_059g2_031g3 yahoo_050g1_040g2_010g3 yahoo_023g1_061g2_016g3 yahoo_081g1_011g2_008g3 yahoo_048g1_033g2_019g3 yahoo_000g1_073g2_027g3 yahoo_031g1_040g2_029g3 yahoo_020g1_070g2_010g3 yahoo_020g1_029g2_051g3 yahoo_014g1_082g2_004g3 yahoo_012g1_075g2_013g3 yahoo_018g1_059g2_023g3 yahoo_034g1_016g2_050g3 yahoo_016g1_044g2_040g3 yahoo_058g1_041g2_001g3 yahoo_055g1_040g2_005g3 yahoo_006g1_015g2_079g3 yahoo_025g1_027g2_048g3 yahoo_041g1_057g2_002g3 yahoo_016g1_066g2_018g3 yahoo_064g1_008g2_028g3 yahoo_012g1_068g2_020g3 yahoo_016g1_057g2_027g3 yahoo_046g1_010g2_044g3 yahoo_001g1_002g2_097g3 yahoo_010g1_086g2_004g3 yahoo_048g1_036g2_016g3 yahoo_064g1_036g2_000g3 yahoo_027g1_053g2_020g3 yahoo_031g1_060g2_009g3 yahoo_003g1_011g2_086g3 yahoo_038g1_007g2_055g3 yahoo_001g1_026g2_073g3 yahoo_019g1_069g2_012g3 yahoo_039g1_044g2_017g3 yahoo_020g1_079g2_001g3 yahoo_076g1_011g2_013g3 yahoo_028g1_013g2_059g3 yahoo_024g1_068g2_008g3 yahoo_018g1_039g2_043g3 yahoo_007g1_024g2_069g3 yahoo_058g1_025g2_017g3 yahoo_048g1_013g2_039g3 yahoo_051g1_042g2_007g3 yahoo_013g1_078g2_009g3
50,61,3,19,yahoo_019g1_073g2_008g3 yahoo_027g1_056g2_017g3 yahoo_013g1_026g2_061g3 yahoo_030g1_048g2_022g3 yahoo_032g1_047g2_021g3 yahoo_015g1_084g2_001g3 yahoo_017g1_073g2_010g3 yahoo_001g1_033g2_066g3 yahoo_026g1_050g2_024g3 yahoo_064g1_020g2_016g3 yahoo_037g1_035g2_028g3 yahoo_036g1_043g2_021g3 yahoo_083g1_006g2_011g3 yahoo_003g1_060g2_037g3 yahoo_075g1_015g2_010g3 yahoo_079g1_007g2_014g3 yahoo_036g1_016g2_048g3 yahoo_080g1_018g2_002g3 yahoo_003g1_015g2_082g3 yahoo_030g1_060g2_010g3 yahoo_085g1_001g2_014g3 yahoo_027g1_063g2_010g3 yahoo_019g1_063g2_018g3 yahoo_081g1_015g2_004g3 yahoo_031g1_017g2_052g3 yahoo_009g1_049g2_042g3 yahoo_033g1_016g2_051g3 yahoo_024g1_074g2_002g3 yahoo_031g1_000g2_069g3 yahoo_015g1_024g2_061g3 yahoo_008g1_048g2_044g3 yahoo_006g1_049g2_045g3 yahoo_055g1_004g2_041g3 yahoo_047g1_050g2_003g3 yahoo_012g1_029g2_059g3 yahoo_083g1_017g2_000g3 yahoo_026g1_017g2_057g3 yahoo_023g1_070g2_007g3 yahoo_043g1_016g2_041g3 yahoo_044g1_031g2_025g3 yahoo_061g1_024g2_015g3 yahoo_080g1_013g2_007g3 yahoo_075g1_011g2_014g3 yahoo_015g1_040g2_045g3 yahoo_067g1_025g2_008g3 yahoo_005g1_028g2_067g3 yahoo_040g1_002g2_058g3 yahoo_055g1_000g2_045g3 yahoo_032g1_033g2_035g3 yahoo_088g1_010g2_002g3
50,62,3,19,yahoo_009g1_088g2_003g3 yahoo_045g1_036g2_019g3 yahoo_052g1_010g2_038g3 yahoo_072g1_001g2_027g3 yahoo_030g1_020g2_050g3 yahoo_014g1_075g2_011g3 yahoo_012g1_071g2_017g3 yahoo_028g1_018g2_054g3 yahoo_007g1_080g2_013g3 yahoo_025g1_059g2_016g3 yahoo_016g1_021g2_063g3 yahoo_045g1_019g2_036g3 yahoo_025g1_034g2_041g3 yahoo_035g1_002g2_063g3 yahoo_021g1_000g2_079g3 yahoo_064g1_032g2_004g3 yahoo_026g1_032g2_042g3 yahoo_030g1_014g2_056g3 yahoo_053g1_007g2_040g3 yahoo_029g1_071g2_000g3 yahoo_019g1_081g2_000g3 yahoo_012g1_008g2_080g3 yahoo_000g1_080g2_020g3 yahoo_001g1_053g2_046g3 yahoo_052g1_001g2_047g3 yahoo_031g1_006g2_063g3 yahoo_059g1_014g2_027g3 yahoo_040g1_028g2_032g3 yahoo_076g1_017g2_007g3 yahoo_028g1_031g2_041g3 yahoo_023g1_016g2_061g3 yahoo_013g1_004g2_083g3 yahoo_016g1_037g2_047g3 yahoo_006g1_042g2_052g3 yahoo_039g1_006g2_055g3 yahoo_038g1_019g2_043g3 yahoo_021g1_045g2_034g3 yahoo_070g1_010g2_020g3 yahoo_002g1_047g2_051g3 yahoo_018g1_062g2_020g3 yahoo_027g1_020g2_053g3 yahoo_009g1_071g2_020g3 yahoo_030g1_070g2_000g3 yahoo_003g1_076g2_021g3 yahoo_017g1_054g2_029g3 yahoo_037g1_062g2_001g3 yahoo_046g1_028g2_026g3 yahoo_002g1_019g2_079g3 yahoo_006g1_036g2_058g3 yahoo_007g1_001g2_092g3
50,63,3,19,yahoo_000g1_083g2_017g3 yahoo_029g1_069g2_002g3 yahoo_054g1_015g2_031g3 yahoo_028g1_001g2_071g3 yahoo_034g1_049g2_017g3 yahoo_026g1_074g2_000g3 yahoo_054g1_030g2_016g3 yahoo_000g1_020g2_080g3 yahoo_064g1_012g2_024g3 yahoo_060g1_013g2_027g3 yahoo_010g1_017g2_073g3 yahoo_010g1_046g2_044g3 yahoo_004g1_088g2_008g3 yahoo_003g1_039g2_058g3 yahoo_023g1_001g2_076g3 yahoo_074g1_023g2_003g3 yahoo_002g1_002g2_096g3 yahoo_090g1_005g2_005g3 yahoo_084g1_002g2_014g3 yahoo_055g1_008g2_037g3 yahoo_066g1_012g2_022g3 yahoo_000g1_016g2_084g3 yahoo_074g1_004g2_022g3 yahoo_024g1_000g2_076g3 yahoo_011g1_056g2_033g3 yahoo_028g1_049g2_023g3 yahoo_059g1_023g2_018g3 yahoo_030g1_033g2_037g3 yahoo_032g1_050g2_018g3 yahoo_021g1_004g2_075g3 yahoo_033g1_008g2_059g3 yahoo_003g1_090g2_007g3 yahoo_008g1_079g2_013g3 yahoo_016g1_035g2_049g3 yahoo_000g1_070g2_030g3 yahoo_056g1_022g2_022g3 yahoo_018g1_025g2_057g3 yahoo_055g1_015g2_030g3 yahoo_020g1_015g2_065g3 yahoo_004g1_070g2_026g3 yahoo_014g1_036g2_050g3 yahoo_005g1_016g2_079g3 yahoo_061g1_006g2_033g3 yahoo_010g1_056g2_034g3 yahoo_051g1_030g2_019g3 yahoo_044g1_001g2_055g3 yahoo_056g1_001g2_043g3 yahoo_035g1_018g2_047g3 yahoo_020g1_060g2_020g3 yahoo_017g1_069g2_014g3
